RICname,type,continent,COW_code,slug,part_of_country,wikidata,lat,lng
Arabia,geographical_area,Asia,,Arabia,,,,
Pakistan,country,Asia,770,,,Q843,30,71
Turkey,country,Asia,640,Turkey,,Q43,39,36
Africa Coast & Libya (Tripolitania Cyrenaica Fezzan) & Morocco & Tunisia,geographical_area,Africa,,,,,,
Kenya (British East Africa Protectorate) & Malawi (Nyasaland),group,Africa,,KenyaBritishEastAfricaProtectorate_MalawiNyasaland,,,-6.45,36.0
Syros,city/part_of,Europe,,Syros,Greece,,,
Black Sea European Ports & Mediterranean European Ports,geographical_area,Europe,,,,,,
Annam & Cochin China & Kampuchea (Cambodia) & Tonkin,group,Asia,,Annam_CochinChina_KampucheaCambodia_Tonkin,,,16.193166666666666,107.26039000000003
Seychelles,country,Africa,591,Seychelles,,Q1042,-7.1,52.766667
French West Africa (other),city/part_of,Africa,,,French West Africa,,,
Banjermassin (Dutch Borneo),country,Asia,8543,BanjermassinDutchBorneo,,Q14182,-3.3333333333,114.5833333333
French Central America,colonial_area,America,,,France,,,
Greek Asia,colonial_area,Asia,,,Greece,,,
Pungah,city/part_of,Asia,,Pungah,Thailand (Siam),,,
New Guinea (German New Guinea) (Kaiser Wilhelmsland) dependencies,city/part_of,Oceania,,,New Guinea (German New Guinea) (Kaiser Wilhelmsland),,,
New Guinea (German New Guinea) (Kaiser Wilhelmsland) & Papua New Guinea & West Irian (Dutch New Guinea),group,Oceania,,NewGuineaGermanNewGuineaKaiserWilhelmsland_PapuaNewGuinea_WestIrianDutchNewGuinea,,,-5.171633333333333,145.05353333333332
French Colonies,colonial_area,World,,FrenchColonies,France,,,
Bermuda & British West Indies,group,America,,,,,32.333333,-64.75
Greece & Malta & Turkey,group,World,,Greece_Malta_Turkey,,,37.79444444443334,24.500000000000004
Puntarenas,city/part_of,America,,Puntarenas,Costa Rica,,,
Nicobar Is.,country,Asia,7502,,,Q157286,7.8666666667,93.5
Aruba,country,America,1069,,,Q21203,12.51106253,-69.97422388
Dutch Asia (other) & Java,group,Asia,,,,,,
Lauenburg,country,Europe,2246,Lauenburg,,Q492380,53.3758333333,10.5588888889
Chennai (Madras) & Indian Coast,group,Asia,,ChennaiMadras_IndianCoast,,,,
French Colonies (French produce),colonial_area,World,,FrenchColoniesFrenchproduce,France,,,
Australia & New Zealand & Tasmania,group,Oceania,,,,,-37.06666666666667,152.66666666666669
Republic of St. Mark & Trieste,group,Europe,,RepublicofSt.Mark_Trieste,,,45.60955555555,13.24358333335
Prussian Ports,city/part_of,Europe,,,Prussia,,,
Port Elizabeth,city/part_of,Africa,,PortElizabeth,Cape Colony,,,
Bremen & Lübeck,group,Europe,,Bremen_Lubeck,,,53.60849444445,9.638844444450001
German Antilles,colonial_area,America,,,Germany,,,
European Russia,city/part_of,Europe,,EuropeanRussia,Russia/USSR,,,
Oceania,geographical_area,Oceania,,Oceania,,,,
St. Croix & St. Thomas,group,America,,St.Croix_St.Thomas,,,,
Japan China,city/part_of,Asia,,JapanChina,China (People's Republic of China),,,
French Gulf of Guinea,colonial_area,Africa,,FrenchGulfofGuinea,France,,,
Kokand,country,Asia,7010,Kokand,,Q489890,40.5286111111,70.9425
Cayenne Is.,city/part_of,America,,,French Guyana,,,
Guyana (Br. Guiana) & Falkland Is.,group,America,,,,,-23.0083335,-59.15833350000001
French West Indies,colonial_area,America,,FrenchWestIndies,France,,,
Germany (other) & Prussia,group,Europe,,Germanyother_Prussia,,,52.5173,13.3889
Syria (other),city/part_of,Asia,,Syriaother,Syria,,,
Montserrat,country,America,59,Montserrat,,Q13353,16.75,-62.2
New South Wales,country,Oceania,901,NewSouthWales,,Q3224,-32,147
Denmark & Faeroe Is. & Greenland & Iceland,group,World,,Denmark_FaeroeIs._Greenland_Iceland,,,63.65226872473011,-13.601141153731643
Tripolitania,country,Africa,6203,Tripolitania,,Q192435,32.9,13.183333
Cameroun (French Cameroons),country,Africa,471,CamerounFrenchCameroons,,Q1028848,3.866419,11.520563
Republic of St. Mark,country,Europe,3261,RepublicofSt.Mark,,Q4948,45.583,12.683
China (People's Republic of China) & Cochin China & Oceania & Philippines,group,World,,ChinaPeople'sRepublicofChina_CochinChina_Oceania_Philippines,,,20.65166666666667,112.31333333333333
Asia (other) & East Indies,geographical_area,Asia,,Asiaother_EastIndies,,,,
British North America,colonial_area,America,,BritishNorthAmerica,United Kingdom,,,
Tadjoura,country,Africa,5221,,,Q820972,11.7833333333,42.8833333333
German Confederation,city/part_of,Europe,,GermanConfederation,,,,
South Africa (Foreign produce),city/part_of,Africa,,,South Africa,,,
Baltiysk (Pillau) & Braniewo (Braunsberg) & Kaliningrad (Königsberg) & Primorsk (Fischhausen),group,Europe,,BaltiyskPillau_BraniewoBraunsberg_KaliningradKönigsberg_PrimorskFischhausen,,,,
Gilbert and Ellice Is.,country,Oceania,945,GilbertandElliceIs.,,Q1050859,1.26,173.02
Spanish Antilles,colonial_area,America,,SpanishAntilles,Spain,,,
Assab & Bailul & Massawah,group,Africa,,Assab_Bailul_Massawah,,,13.0077777778,42.7411111111
Honduras & Panama,group,America,,,,,11.625,-83.591667
East India Company,city/part_of,Asia,,EastIndiaCompany,,,,
Hanse Towns & Netherlands,group,Europe,,,,,53.09283333335001,7.8865
Ichaboe Island,city/part_of,Africa,,IchaboeIsland,South West Africa (German West Africa) (Namibia),,,
West Irian (Dutch New Guinea) & Dutch Oceania (other),colonial_area,Oceania,,,Netherlands,,,
Belgium & Germany & Netherlands,group,Europe,,Belgium_Germany_Netherlands,,,51.319259259266666,6.739351851866666
China (People's Republic of China) & Manchuria & Mongolia,group,Asia,,ChinaPeople'sRepublicofChina_Manchuria_Mongolia,,,42.33333333333333,110.66666666666667
Hamburg,country,Europe,248,Hamburg,,Q1055,53.55,10
St. David,city/part_of,Asia,,St.David,Indonesia (Dutch East Indies),,,
Redoubt Kali,city/part_of,Europe,,RedoubtKali,Russia/USSR,,,
Canada & United States of America,group,America,,Canada_UnitedStatesofAmerica,,,47.447500000000005,-93.01833333335
Bosnia,country,Europe,3461,Bosnia,,Q188736,43.86666667,18.41666667
Congo (Brazzaville) (French Congo) (Middle Congo) & French Africa (other) & Senegal,group,Africa,,,,,6.808333500000001,0.5499987778
Pacific Ports,geographical_area,Pacific,,,,,,
Croatia & Dalmatia & Illyria,group,Europe,,Croatia_Dalmatia_Illyria,,,45.25,15.466667
French Asia & French Oceania,group,World,,FrenchAsia_FrenchOceania,,,,
Armenia & Kurdistan,group,Europe,,,,,40.383333,44.95
United Kingdom,country,Europe,200,UnitedKingdom,,Q145,54.6,-2
Kingdom of Sardinia & Two Sicilies,group,Europe,,KingdomofSardinia_TwoSicilies,,,40.452666665,11.615000000000002
Fiji,country,Oceania,950,Fiji,,Q712,-18,178
Malaysia (Malaya) & Straits Settlements,group,Asia,,MalaysiaMalaya_StraitsSettlements,,,2.1833333333500002,105.9
Milan & Tuscany,group,Europe,,,,,44.408472222200004,10.103333333350001
British Antilles (other),colonial_area,America,,,United Kingdom,,,
North Germany & Prussia,group,Europe,,NorthGermany_Prussia,,,52.5173,13.3889
Makran,city/part_of,Asia,,,Pakistan,,,
Dutch Posts (Gold Coast),country,Africa,4535,DutchPostsGoldCoast,,Q770776,7.87,-0.994
Singapore & Straits Settlements,group,Asia,,Singapore_StraitsSettlements,,,1.3333333333500001,103.8
Danish Colonies,colonial_area,World,,DanishColonies,Denmark,,,
Antigua and Barbuda & Dominica & St. Kitts-Nevis & Montserrat & Virgin Islands (Danish West Indies),group,America,,,,,16.952777888900002,-62.67277766666666
Jordan (Transjordan),country,Asia,663,JordanTransjordan,,Q810,31.2,36.5
Bremen,country,Europe,246,Bremen,,Q1209,53.3472666667,8.5913
Germany & German Colonies,group,World,,Germany_GermanColonies,,,51.0,10.0
Korea (Chosen),country,Asia,730,KoreaChosen,,Q18097,38.3166666667,127.2333333333
Danish Europe,colonial_area,Europe,,DanishEurope,Denmark,,,
Sarawak,country,Asia,824,Sarawak,,Q170462,3.03805556,113.78111111
Bago (Pegu) & Bengal,group,Asia,,BagoPegu_Bengal,,,,
French North America,colonial_area,America,,FrenchNorthAmerica,France,,,
Spanish Antilles (West),colonial_area,America,,,Spain,,,
St. Kitts,country,America,1075,St.Kitts,,Q204989,17.319722,-62.747222
Antilles & Southern America,geographical_area,America,,Antilles_SouthernAmerica,,,,
Gibraltar & United Kingdom,group,Europe,,Gibraltar_UnitedKingdom,,,45.368875,-3.6726805555499995
Mariana Is.,country,Oceania,9820,MarianaIs.,,Q153732,16.13333333,145.75
Mexico & Texas,group,America,,Mexico_Texas,,,27.0,-101.0
Algeria & Tunisia,group,Africa,,,,,31.0,5.5
Other countries & Prussia,geographical_area,World,,Othercountries_Prussia,,,,
Kampuchea (Cambodia),country,Asia,811,KampucheaCambodia,,Q424,12.6,105
Bolivia-Peru Confederation,country,America,136,,,Q899706,-16.373,-68.665
Southern Nigeria,country,Africa,4783,SouthernNigeria,,Q2062030,6.45,3.4
Cape Colony & Natal,group,Africa,,CapeColony_Natal,,,-33.458333335,18.208333335
Crete & Egypt/United Arab Republic,group,World,,Crete_EgyptUnitedArabRepublic,,,31.1548611111,26.946666666650003
Jersey,city/part_of,Europe,,,United Kingdom,,,
Bago (Pegu) & Rangoon,group,Asia,,BagoPegu_Rangoon,,,,
Khorramshahr (Mohammerah),city/part_of,Asia,,KhorramshahrMohammerah,Turkey,,,
Spanish Oceania,colonial_area,Oceania,,,Spain,,,
Cuxhaven & Heligoland,group,Europe,,Cuxhaven_Heligoland,,,54.182500000000005,7.8852777778
Damietta,city/part_of,Africa,,,Egypt/United Arab Republic,,,
German China,colonial_area,Asia,,GermanChina,Germany,,,
Cape Colony & India,group,World,,CapeColony_India,,,-5.5,47.5
Spain (Atlantic Coast),city/part_of,Europe,,,Spain,,,
Karachi & Mumbai (Bombay),group,Asia,,Karachi_MumbaiBombay,,,,
Portuguese Africa,colonial_area,Africa,,PortugueseAfrica,Portugal,,,
Kingdom of Sardinia & Tuscany,group,Europe,,KingdomofSardinia_Tuscany,,,41.711,9.99833333335
British Ports,city/part_of,Europe,,,United Kingdom,,,
Banjermassin (Dutch Borneo) & Brunei & Sabah (North Borneo) & Sarawak & Java,group,Asia,,Borneo_Java,,,1.9252118243670449,115.12089175636835
Kelantan,country,Asia,8223,Kelantan,,Q185944,5.25,102
Dardanelles-Istanbul & Izmir (Smyrna),group,Asia,,Dardanelles-Istanbul_IzmirSmyrna,,,41.01,28.9602777778
Siberia,city/part_of,Asia,,Siberia,Russia/USSR,,,
Genoa,city/part_of,Europe,,Genoa,Kingdom of Sardinia,,,
Romania,country,Europe,360,Romania,,Q218,46,25
Makatea Is.,city/part_of,Oceania,,,French Polynesia,,,
Australia (other) & New Zealand & Tasmania,group,Oceania,,Australiaother_NewZealand_Tasmania,,,-41.6,160.5
Surinam,country,America,115,Surinam,,Q730,4,-56
Spain (Spanish flag),city/part_of,Europe,,SpainSpanishflag,Spain,,,
Canary Is. & Tenerife,group,Africa,,CanaryIs._Tenerife,,,28.536,-15.748999999999999
Piedmont,city/part_of,Europe,,,Kingdom of Sardinia,,,
New Brunswick & Nova Scotia,group,America,,NewBrunswick_NovaScotia,,,45.800000000000004,-64.5
Holstein & Lauenburg & Schleswig,group,Europe,,Holstein_Lauenburg_Schleswig,,,54.2364,9.825186296300002
Finland,country,Europe,375,Finland,,Q33,65,27
Mauritius & Reunion,group,Africa,,Mauritius_Reunion,,,-20.657222222199998,56.51625
West Asia (other),geographical_area,Asia,,,,,,
South Africa & Zimbabwe (Rhodesia) (Southern Rhodesia),group,Africa,,SouthAfrica_ZimbabweRhodesiaSouthernRhodesia,,,-24.008333333350006,27.008333333350002
Western Australia,country,Oceania,902,WesternAustralia,,Q3206,-26,121
Persian Gulf,geographical_area,Asia,,PersianGulf,,,,
Java (English flag),city/part_of,Asia,,JavaEnglishflag,Indonesia (Dutch East Indies),,,
Algiers,city/part_of,Africa,,Algiers,Algeria,,,
Antilles & Mauritius & Reunion,geographical_area,Africa,,Antilles_Mauritius_Reunion,,,,
Papua,country,Oceania,911,Papua,,Q5095,-2.5333305556,140.7169444444
Quelimane,city/part_of,Africa,,Quelimane,Mozambique,,,
Arkhangelsk,city/part_of,Europe,,Arkhangelsk,Russia/USSR,,,
Russia (North and South Ports),city/part_of,Europe,,,Russia/USSR,,,
French Dependencies,colonial_area,World,,,France,,,
Rhine,geographical_area,Europe,,,,,,
Colombia (Gran Colombia) & Panama,group,America,,ColombiaGranColombia_Panama,,,6.308333500000001,-77.1833335
Austria-Hungary,country,Europe,300,Austria-Hungary,,Q28513,48.2,16.35
Kabinda (Portuguese Congo),city/part_of,Africa,,,Angola,,,
Ireland,country,Europe,205,Ireland,,Q27,53,-8
Federated Malay States & Straits Settlements,group,Asia,,,,,2.26319444445,102.75000000000001
French Colonies (other),colonial_area,World,,FrenchColoniesother,France,,,
Turkey & Dodecanese Is. (Aegean Is.) & Romania,group,World,,Turkey_DodecaneseIs.AegeanIs._Romania,,,40.45766666666667,29.406
Other countries & Zimbabwe (Rhodesia) (Southern Rhodesia),geographical_area,World,,Othercountries_ZimbabweRhodesiaSouthernRhodesia,,,,
Madeira Isles,country,Africa,401,MadeiraIsles,,Q26253,32.75,-17
Straits Settlements & Straits Settlements Dependencies,group,World,,,,,1.3666666667,103.8
Gambia & Sierra Leone,group,Africa,,Gambia_SierraLeone,,,11.000000000000002,-13.7083335
British North and Central America,colonial_area,America,,,United Kingdom,,,
Australia,country,Oceania,900,Australia,,Q408,-28,137
Eritrea,country,Africa,531,Eritrea,,Q986,15.483333,38.25
Aden & Egypt/United Arab Republic & Asian Turkey,group,World,,,,,19.9,37.01666666665
Gibraltar & Ionian Is. & Malta & United Kingdom,group,Europe,,Gibraltar_IonianIs._Malta_UnitedKingdom,,,42.44123445005995,4.947333231093291
French Colonies (Foreign produce),colonial_area,World,,,France,,,
North-West Coast,geographical_area,,,North-WestCoast,,,,
Pitcairn Is.,country,Oceania,9620,,,Q35672,-25.0677812,-130.1045778
Pontianak,city/part_of,Asia,,Pontianak,Indonesia (Dutch East Indies),,,
Guam,country,Oceania,985,Guam,,Q16635,13.5,144.8
Brazil & Chile,group,America,,Brazil_Chile,,,-23.5,-62.0
Ghana (Gold Coast),country,Africa,452,GhanaGoldCoast,,Q117,8,-0.5
Maldive Islands,country,Asia,781,MaldiveIslands,,Q17044696,3.25,73
Mauritius & Mauritius Dependencies & Seychelles,group,World,,,,,-13.649999999999999,55.1333335
Unknown,,World,,Unknown,,,,
Croatia & Yugoslavia/Serbia,group,Europe,,,,,45.035277777800005,17.9644446111
Ontario (Upper Canada),country,America,1026,OntarioUpperCanada,,Q1904,50,-85
Yugoslavia/Serbia,country,Europe,345,Yugoslavia,,Q36704,44.8205555556,20.4622222222
Malagasy Republic (Madagascar) & St. Marie de Madagascar & Mayotte & Nossi Be,group,Africa,,MalagasyRepublicMadagascar_St.MariedeMadagascar_Mayotte_NossiBe,,,-15.946187205160603,47.46624442685541
Ross Dependency,country,Oceania,9994,,,Q203073,-75,-175
Syria,country,Asia,652,Syria,,Q858,35.216667,38.583333
Corsica,city/part_of,Europe,,,France,,,
Russia/USSR (North),city/part_of,Europe,,,Russia/USSR,,,
East Africa,geographical_area,Africa,,EastAfrica,,,,
Trieste,country,Europe,326,Trieste,,Q546,45.6361111111,13.8041666667
Australia & British Oceania & Tasmania,geographical_area,Oceania,,,,,,
Iran (Persia),country,Asia,630,IranPersia,,Q794,32,53
French Antilles (West),colonial_area,America,,,France,,,
Austria-Hungary & Italy,group,Europe,,Austria-Hungary_Italy,,,45.35,14.424999999999999
New Zealand (South Island),city/part_of,Oceania,,NewZealandSouthIsland,New Zealand,,,
Asia (other) & China (People's Republic of China) & India & Indonesia (Dutch East Indies),geographical_area,Asia,,Asiaother_ChinaPeople'sRepublicofChina_India_IndonesiaDutchEastIndies,,,,
Nauru & New Zealand & Western Samoa,group,Oceania,,,,,-18.577777777766666,56.3111111111
Russia/USSR & Black Sea,group,Europe,,RussiaUSSR_BlackSea,,,62.0,100.0
Ternate,city/part_of,Asia,,Ternate,Indonesia (Dutch East Indies),,,
Wallis and Futuna Is.,country,Oceania,9321,WallisandFutunaIs.,,Q35555,-14,-177
British West Indies,colonial_area,America,,,United Kingdom,,,
Rosetta,city/part_of,Africa,,,Egypt/United Arab Republic,,,
Canada & Other countries & Southern America,geographical_area,World,,Canada_Othercountries_SouthernAmerica,,,,
Southern America (other),geographical_area,America,,SouthernAmericaother,,,,
South West Africa (German West Africa) (Namibia),country,Africa,565,SouthWestAfricaGermanWestAfricaNamibia,,Q953068,-23,17
Liverpool,city/part_of,Europe,,Liverpool,United Kingdom,,,
Denmark & Russia/USSR & Sweden,group,Europe,,Denmark_RussiaUSSR_Sweden,,,59.666666666666664,41.666666666666664
Malden I.,country,Oceania,9462,MaldenI.,,Q532590,-4.0166666667,-154.9333333333
Russia/USSR,country,Europe,365,RussiaUSSR,,Q159,62,100
Shkodër,city/part_of,Europe,,Shkodër,Albania,,,
Africa Coast & Algeria & Libya (Tripolitania Cyrenaica Fezzan) & Morocco & Tunisia,geographical_area,Africa,,,,,,
Canada & Southern America & United States of America,geographical_area,America,,Canada_SouthernAmerica_UnitedStatesofAmerica,,,,
Niger,country,Africa,436,Niger,,Q1032,17,10
Libya (Tripolitania Cyrenaica Fezzan) & Morocco & Tunisia & Turkey,group,Africa,,,,,32.66666666666667,15.666666666666668
Morocco (other),city/part_of,Africa,,Moroccoother,Morocco,,,
Rhineland,country,Europe,2556,Rhineland,,Q152243,50.276989,6.860735
Canary Is. & Cape Colony,group,Africa,,CanaryIs._CapeColony,,,-2.2319999999999993,1.1255000000000006
Portuguese Colonies,colonial_area,World,,PortugueseColonies,Portugal,,,
Marshall Is.,country,Oceania,983,,,Q709,7.1166666667,171.0666666667
New Brunswick & Nova Scotia & Prince Edward Is.,group,America,,NewBrunswick_NovaScotia_PrinceEdwardIs.,,,45.95,-64.0
Mumbai (Bombay) & Sind,group,Asia,,MumbaiBombay_Sind,,,24.87,67.05
American Colonies & United States of America,group,World,,AmericanColonies_UnitedStatesofAmerica,,,38.895,-77.0366666667
Aden & Arabia,geographical_area,Asia,,,,,,
Mocha,city/part_of,Asia,,Mocha,Aden,,,
Greece,country,Europe,350,Greece,,Q41,38.5,23
Bali & Lombok,group,Asia,,Bali_Lombok,,,-8.45,115.71952777780001
New Zealand (North Island),city/part_of,Oceania,,NewZealandNorthIsland,New Zealand,,,
Denmark Dependencies,colonial_area,World,,,Denmark,,,
Bahia,city/part_of,America,,Bahia,Brazil,,,
Antilles (West),geographical_area,America,,,,,,
Les Cayes,city/part_of,America,,LesCayes,Haiti,,,
French Indochina,country,Asia,810,FrenchIndochina,,Q185682,21.0333333333,105.85
Johore,country,Asia,8221,Johore,,Q183032,1.4872222222,103.7811111111
Asian Turkey,city/part_of,Asia,,AsianTurkey,Turkey,,,
Punta Arenas,city/part_of,America,,PuntaArenas,Chile,,,
Greece & Turkey,group,World,,Greece_Turkey,,,38.75,29.500000000000004
France & Netherlands,group,Europe,,France_Netherlands,,,49.658333333349994,3.775
Antilles & Mexico,geographical_area,America,,Antilles_Mexico,,,,
Hong Kong & India,group,Asia,,HongKong_India,,,22.13916666665,95.57930555555001
Brazil & Colombia (Gran Colombia),group,America,,Brazil_ColombiaGranColombia,,,-5.0,-63.50000000000001
Bulgaria,country,Europe,355,Bulgaria,,Q219,42.75,25.5
United States of Central America,country,America,89,,,Q190025,14.6166666667,-90.5166666667
Spanish West Africa,country,Africa,610,SpanishWestAfrica,,Q1191986,32.7613,-8.4567
World (via Holstein & Schleswig),geographical_area,World,,WorldviaHolstein_Schleswig,,,,
Alexandria & Suez Canal Zone,group,Africa,,Alexandria_SuezCanalZone,,,30.705,32.3441666667
British America,colonial_area,America,,BritishAmerica,United Kingdom,,,
French Oceania (other) & New Caledonia,group,Oceania,,,,,,
Trapani,city/part_of,Europe,,Trapani,Sicily,,,
Maluku Islands (Mollucas),city/part_of,Asia,,MalukuIslandsMollucas,Indonesia (Dutch East Indies),,,
Spanish Colonies (other),colonial_area,World,,SpanishColoniesother,Spain,,,
European Turkey & Asian Turkey & African Turkey,group,World,,EuropeanTurkey_AsianTurkey_AfricanTurkey,,,,
Belgium,country,Europe,211,Belgium,,Q31,50.6411111111,4.6680555556
Russia/USSR & Russian Colonies,group,World,,RussiaUSSR_RussianColonies,,,62.0,100.0
Viceroyalty of La Plata & Chile,group,America,,ViceroyaltyofLaPlata_Chile,,,-33.833333499999995,-64.7
Le Havre,city/part_of,Europe,,LeHavre,France,,,
Mali (French Sudan) (Upper Senegal and Niger),country,Africa,432,MaliFrenchSudanUpperSenegalandNiger,,Q508014,12.64999962,-8
Australia & Canada,group,World,,Australia_Canada,,,14.0,14.0
Bolivia,country,America,145,Bolivia,,Q750,-17.0568696111,-64.9912286111
Colombia (Gran Colombia) & Guatemala,group,America,,ColombiaGranColombia_Guatemala,,,9.75,-82.125
Italy & Sardinia,group,Europe,,Italy_Sardinia,,,42.5,12.5
Nantes,city/part_of,Europe,,Nantes,France,,,
United States of America Settlement in Oceania,colonial_area,Oceania,,,United States of America,,,
Maputo Bay (Delagoa Bay),city/part_of,Africa,,MaputoBayDelagoaBay,Mozambique,,,
Davis Strait,city/part_of,America,,,Greenland,,,
Russia (European Ports),city/part_of,Europe,,,Russia/USSR,,,
Andorra,country,Europe,232,Andorra,,Q228,42.5583333333,1.5552777778
Pacific Islands,geographical_area,Pacific,,PacificIslands,,,,
Malacca & Penang,group,Asia,,Malacca_Penang,,,3.7916652778000004,101.2505
Dutch government,city/part_of,Europe,,Dutchgovernment,,,,
Dutch Asia,colonial_area,Asia,,DutchAsia,Netherlands,,,
African Turkey,city/part_of,Africa,,AfricanTurkey,Turkey,,,
Melilla,country,Africa,6064,Melilla,,Q5831,35.2825,-2.9475
Malaysia West Coast,city/part_of,Asia,,MalaysiaWestCoast,Malaysia (Malaya),,,
Nigeria,country,Africa,475,Nigeria,,Q1033,9,8
Natal,country,Africa,562,Natal,,Q1301901,-33.91666667,18.41666667
France (French produce),city/part_of,Europe,,FranceFrenchproduce,France,,,
Kingdom of Sardinia (land),city/part_of,Europe,,KingdomofSardinialand,Kingdom of Sardinia,,,
Aden & Perim I.,group,Asia,,,,,12.729875,44.227212666650004
Netherlands Antilles,country,America,68,NetherlandsAntilles,,Q25227,15,-66
Dardanelles-Istanbul,country,Asia,6405,Dardanelles-Istanbul,,Q406,41.01,28.9602777778
New Zealand & Pacific Islands,geographical_area,Oceania,,NewZealand_PacificIslands,,,,
Malabar Coast,city/part_of,Asia,,MalabarCoast,India,,,
Egypt/United Arab Republic & Syria & Beirut,group,World,,EgyptUnitedArabRepublic_Syria_Beirut,,,31.1083335,33.791666500000005
Italy,country,Europe,325,Italy,,Q38,42.5,12.5
Franz Josef Land,city/part_of,Europe,,,Russia/USSR,,,
China (People's Republic of China) & East Indies & Guinea (French Guinea) (Rivieres du Sud),group,World,,ChinaPeople'sRepublicofChina_EastIndies_GuineaFrenchGuineaRivieresduSud,,,22.25458333335,44.6438888889
Antwerp,city/part_of,Europe,,Antwerp,Belgium,,,
Andaman and Nicobar Is.,country,Asia,7501,AndamanandNicobarIs.,,Q40888,11.68,92.77
Anjouan,country,Africa,5813,,,Q231324,-12.25,44.4166666667
Ionian Is. & Malta & United Kingdom,group,Europe,,IonianIs._Malta_UnitedKingdom,,,42.994444444433334,11.0
London,city/part_of,Europe,,London,United Kingdom,,,
Italian Africa,colonial_area,Africa,,ItalianAfrica,Italy,,,
Protectorates in East Africa,colonial_area,Africa,,ProtectoratesinEastAfrica,,,,
Mombassa,country,Africa,5012,,,Q1112885,-4.05,39.6666666667
Feodosia,city/part_of,Europe,,Feodosia,Russia/USSR,,,
Indonesia (Dutch East Indies) & Netherlands Antilles,group,World,,,,,6.5,26.000000000000007
Cap-Rouge,city/part_of,America,,Cap-Rouge,Quebec (Lower Canada),,,
Austria-Hungary & Lombardy,group,Europe,,Austria-Hungary_Lombardy,,,48.2,16.35
Pylos,city/part_of,Europe,,,Greece,,,
Viceroyalty of La Plata Ports,city/part_of,America,,,Viceroyalty of La Plata,,,
Europe & European Russia,geographical_area,Europe,,Europe_EuropeanRussia,,,,
Panama & Panama Canal Zone,group,America,,,,,8.8671682222,-80.04341683335
Szczecin,city/part_of,Europe,,Szczecin,Prussia,,,
United Kingdom & British Europe,group,Europe,,UnitedKingdom_BritishEurope,,,54.6,-2.0
Mauritius & Mozambique & Reunion,group,Africa,,,,,-20.1048148148,49.34416666666667
Ethiopia (Abyssinia),country,Africa,530,EthiopiaAbyssinia,,Q115,9,40
Botswana (Bechuanaland),country,Africa,571,BotswanaBechuanaland,,Q963,-22.2,23.7
Gibraltar,country,Europe,231,Gibraltar,,Q1410,36.13775,-5.3453611111
Cochin China & Indonesia (Dutch East Indies) & Philippines & Thailand (Siam),group,Asia,,CochinChina_IndonesiaDutchEastIndies_Philippines_ThailandSiam,,,8.64392056061746,113.73187383320794
South Africa & South West Africa,group,Africa,,,,,-29.000000000000004,24.000000000000004
Hawaii & Puerto Rico & United States of America,group,America,,Hawaii_PuertoRico_UnitedStatesofAmerica,,,26.152129629633336,-100.44435185186668
Antarctic & Arctic,geographical_area,World,,,,,,
Aden Dependencies,city/part_of,Asia,,,Aden,,,
Faeroe Is. & Iceland,group,Europe,,FaeroeIs._Iceland,,,63.4849722222,-12.9222402778
Jacmel,city/part_of,America,,Jacmel,Haiti,,,
International waters,geographical_area,World,,Internationalwaters,,,,
Orange Free State (Orange River Colony),country,Africa,564,OrangeFreeStateOrangeRiverColony,,Q160284,-28,27
Hengam Is.,city/part_of,Asia,,,Iran (Persia),,,
Austria-Hungary Ports (Adriatic),city/part_of,Europe,,,Austria-Hungary,,,
China (People's Republic of China) & Macao,group,Asia,,ChinaPeople'sRepublicofChina_Macao,,,28.583333333349998,108.275
Victoria,country,Oceania,904,Victoria,,Q36687,-37,144
Danish India & French India & India,group,Asia,,,,,16.96705,78.4153
Federation of South Arabia,country,Asia,6801,,,Q834486,15.33,48.076
India,country,Asia,750,India,,Q668,22,77
Guatemala,country,America,90,Guatemala,,Q774,15.5,-90.25
Bathurst,city/part_of,America,,Bathurst,New Brunswick,,,
Djibouti (Afar and Issas) (French Somaliland) & Italian Somaliland,group,Africa,,,,,7.049445,44.116116500000004
British Africa,colonial_area,Africa,,BritishAfrica,United Kingdom,,,
Vladivostok,country,Europe,7352,,,Q959,43.1166666667,131.9
Malawi (Nyasaland) & Straits Settlements & Straits Settlements Dependencies,group,World,,,,,-5.81666666665,68.9
Frankfurt,country,Europe,247,Frankfurt,,Q1794,50.1136111111,8.6797222222
Cocos (Keeling) Is.,country,Oceania,9002,,,Q36004,-12.1166666667,96.9
Northern America (other),geographical_area,America,,,,,,
Ascension I.,country,Atlantic,4070,AscensionI.,,Q46197,-7.9425,-14.3680555556
Belgium & Zaire (Kinshasa) (Belgian Congo),group,World,,Belgium_ZaireKinshasaBelgianCongo,,,23.880555555550004,14.162027777799999
Tenerife,city/part_of,Africa,,Tenerife,Canary Is.,,,
Mayotte & Nossi Be,group,Africa,,,,,-13.07986111115,46.69416666665
South Australia,country,Oceania,903,SouthAustralia,,Q35715,-30,135
British Central Africa,colonial_area,Africa,,,United Kingdom,,,
Ancona,country,Europe,3271,Ancona,,Q3415,43.6166666667,13.5166666667
Cyrenaica,country,Africa,6202,,,Q165198,32.530316,21.2146
California (Great Bear Republic),country,America,1014,CaliforniaGreatBearRepublic,,Q99,37,-120
Russia and Siberia (Kiakhta),city/part_of,Europe,,,Russia/USSR,,,
