RICname,type,continent,GPH_code,slug,parent_entity
Oman (Sultanate of Muscat and Oman) & Zanzibar,group,World,,OmanSultanateofMuscatandOman_Zanzibar,
Onitsha,locality,Africa,,,Nigeria
Ontario (Upper Canada),GPH_entity,America,1026,OntarioUpperCanada,
Ontario (Upper Canada) & Quebec (Lower Canada),group,America,,OntarioUpperCanada_QuebecLowerCanada,
Opobo,locality,Africa,,,Nigeria
Orange Free State (Orange River Colony),GPH_entity,Africa,564,OrangeFreeStateOrangeRiverColony,
Oregon (Oregon Country),GPH_entity,America,1016,OregonOregonCountry,
Oslo (Christiana),locality,Europe,,OsloChristiana,Norway
Ostend,locality,Europe,,,Belgium
Ouidah,GPH_entity,Africa,4345,,
Oujda,locality,Africa,,,Morocco
Pacific Islands,geographical_area,Pacific,,PacificIslands,
Pacific Islands (other),locality,Pacific,,PacificIslandsother,Pacific Islands
Pacific Islands & Peru,group,World,,PacificIslands_Peru,
Pacific Islands & Vanuatu (New Hebrides),group,Oceania,,PacificIslands_VanuatuNewHebrides,
Pacific Ports,geographical_area,Pacific,,,
Padang,locality,Asia,,Padang,Indonesia (Dutch East Indies)
Pago Pago,locality,Oceania,,,American Samoa
Pahang,GPH_entity,Asia,8203,Pahang,
Pakistan,GPH_entity,Asia,770,,
Palau,GPH_entity,Oceania,986,,
Palembang,GPH_entity,Asia,8537,Palembang,
Palermo,locality,Europe,,Palermo,Sicily
Palestine,GPH_entity,Asia,665,Palestine,
Palestine & Syria,group,Asia,,Palestine_Syria,
Panama,GPH_entity,America,95,Panama,
Panama (Atlantic Coast),locality,America,,,Panama
Panama (Pacific Coast),locality,America,,,Panama
Panama & Panama Canal Zone,group,America,,,
Panama Canal Zone,GPH_entity,America,96,PanamaCanalZone,
Papal States,GPH_entity,Europe,327,PapalStates,
Papal States (Mediterranean Coast),locality,Europe,,,Papal States
Papal States (other),locality,Europe,,,Papal States
Papal States & Tuscany,group,Europe,,PapalStates_Tuscany,
Papua (British New Guinea),GPH_entity,Oceania,911,Papua,
Pará,locality,America,,Par�,Brazil
Paraguay,GPH_entity,America,150,Paraguay,
Paraguay & Uruguay,group,America,,,
Parma,GPH_entity,Europe,335,Parma,
Parma & Piacenza & World (other),group,World,,Othercountries_Parma_Piacenza,
Patagonia,locality,America,,Patagonia,Chile
Patagonia (Atlantic Coast),locality,America,,ArgentinaLaPlata,Argentina (La Plata)
Patagonia (Pacific Coast),locality,America,,,Chile
Patani,GPH_entity,Asia,8002,,
Patras,locality,Europe,,Patras,Greece
Patras & Pylos,group,Europe,,Patras_Pylos,
Pays de Gex,locality,Europe,,,France
Pays de Gex & Savoy,group,Europe,,PaysdeGex_Savoy,
Peacock Bay,locality,Asia,,,India
Pedro Bank,GPH_entity,America,1054,,
Pemba Island,locality,Africa,,,Zanzibar
Pemba Island & Zanzibar,group,Africa,,PembaIsland_Zanzibar,
Penang,GPH_entity,Asia,8272,Penang,
Penang & Singapore,group,Asia,,,
Penguin Is.,locality,Africa,,,Namibia (South West Africa) (German South West Africa)
Penon de Velez,GPH_entity,Africa,6065,,
Pensacola,locality,America,,,Florida
People's Republic of China (China),GPH_entity,Asia,710,PeoplesRepublicofChinaChina,
People's Republic of China (China) (Middle),locality,Asia,,,People's Republic of China (China)
People's Republic of China (China) (North),locality,Asia,,,People's Republic of China (China)
People's Republic of China (China) (other),locality,Asia,,,People's Republic of China (China)
People's Republic of China (China) (South),locality,Asia,,,People's Republic of China (China)
People's Republic of China (China) & East Indies & Pacific Islands,group,Asia,,,
People's Republic of China (China) & Philippines,group,Asia,,PeoplesRepublicofChinaChina_Philippines,
People's Republic of China (China) & Philippines & Thailand (Siam),group,Asia,,PeoplesRepublicofChinaChina_Philippines_ThailandSiam,
Perak,GPH_entity,Asia,8201,Perak,
Perak & Selangore,group,Asia,,,
Perim I.,GPH_entity,Asia,6802,PerimI.,
Perlis,GPH_entity,Asia,8224,,
Pernambuco,locality,America,,Pernambuco,Brazil
Persian Gulf,geographical_area,Asia,,PersianGulf,
Peru,GPH_entity,America,135,Peru,
Peruvian Colonies,colonial_area,World,,,Peru
Philadelphia,locality,America,,Philadelphia,United States of America
Philippines,GPH_entity,Asia,840,Philippines,
Philippines & Sulu Sultanate,group,Asia,,Philippines_SuluSultanate,
Phoenix Is.,GPH_entity,Oceania,9467,,
Phuket Province,locality,Asia,,,Thailand (Siam)
Phuket Province & Thailand (Siam),group,Asia,,,
Piacenza,locality,Europe,,,Parma
Piedmont,locality,Europe,,,Kingdom of Sardinia
Piedmont & Sardinia,group,Europe,,Piedmont_Sardinia,
Piedmont & Tuscany,group,Europe,,Piedmont_Tuscany,
Piraeus,locality,Europe,,Piraeus,Greece
Pitcairn Is.,GPH_entity,Oceania,9620,,
Poland,GPH_entity,Europe,290,Poland,
Poland Free Ports,locality,Europe,,,Poland
Polynesia,geographical_area,Oceania,,Polynesia,
Polynesia (other),locality,Oceania,,,Polynesia
Pomerania,locality,Europe,,Pomerania,Prussia
Pomona I.,locality,Africa,,,Mozambique (Portuguese East Africa)
Pondicherry,locality,Asia,,Pondicherry,French India
Pondoland,locality,Africa,,,Cape Colony (Cape of Good Hope)
Pontianak,GPH_entity,Asia,8524,Pontianak,
Port Elizabeth,locality,Africa,,CapeColonyCapeofGoodHope,Cape Colony (Cape of Good Hope)
Port Medway,locality,America,,,Nova Scotia
Port Phillip,locality,Oceania,,,Victoria
Port Said,locality,Asia,,,Egypt Arab Republic (Egypt)
Port Simon,locality,Africa,,CapeColonyCapeofGoodHope,Cape Colony (Cape of Good Hope)
Port Sudan,locality,Africa,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State)
Port Sudan & Suakin,group,Africa,,,
Port-au-Prince,locality,America,,Port-au-Prince,Haiti
Porto,locality,Europe,,Porto,Portugal
Porto Novo,GPH_entity,Africa,4348,PortoNovo,
Portobelo,locality,America,,,Panama
Portugal,GPH_entity,Europe,235,Portugal,
Portugal & Portuguese Colonies,group,World,,Portugal_PortugueseColonies,
Portugal & Spain,group,Europe,,Portugal_Spain,
Portuguese Africa,colonial_area,Africa,,PortugueseAfrica,Portugal
Portuguese Africa (other),locality,Africa,,PortugueseAfricaother,Portuguese Africa
Portuguese Africa & Portuguese Asia,group,World,,PortugueseAfrica_PortugueseAsia,
Portuguese America,colonial_area,America,,PortugueseAmerica,Portugal
Portuguese America (other),locality,America,,,Portuguese America
Portuguese Asia,colonial_area,Asia,,PortugueseAsia,Portugal
Portuguese Asia & Asia (other),group,Asia,,,
Portuguese China,colonial_area,Asia,,,Portugal
Portuguese Colonies,colonial_area,World,,PortugueseColonies,Portugal
Portuguese Colonies (other),locality,World,,PortugueseColoniesother,Portuguese Colonies
Portuguese Eastern Africa,colonial_area,Africa,,PortugueseEastAfrica,Portugal
Portuguese Eastern Africa (other),locality,Africa,,,Portuguese Eastern Africa
Portuguese Equatorial Western Africa,colonial_area,Africa,,,Portugal
Portuguese Europe,colonial_area,Europe,,PortugueseEurope,Portugal
Portuguese India,GPH_entity,Asia,752,PortugueseIndiainclGoaDiuDaman,
Portuguese South Eastern Africa,colonial_area,Africa,,,Portugal
Portuguese Southern Africa,colonial_area,Africa,,,Portugal
Portuguese West Indies,colonial_area,America,,,Portugal
Portuguese Western Africa,colonial_area,Africa,,PortugueseWestAfrica,Portugal
Portuguese Western Africa (other),locality,Africa,,,Portuguese Western Africa
Possession I.,locality,Oceania,,,Torres Strait Is.
Prampram,locality,Africa,,,Ghana (Gold Coast)
Primorsk (Fischhausen),locality,Europe,,,Prussia
Prince Edward Is.,GPH_entity,America,1024,PrinceEdwardIs.,
Prince Edward Is. & St. Thomas,group,America,,PrinceEdwardIs_StThomas,
Prince of Wales Bay,locality,Oceania,,,Tasmania
Principe,locality,Africa,,,Sao Tome-Principe
Prussia,GPH_entity,Europe,239,Prussia,
Prussia (Baltic Ports),locality,Europe,,,Prussia
Puerto Plata,locality,America,,,Dominican Republic (Santo Domingo)
Puerto Rico,GPH_entity,America,6,PuertoRico,
Puerto Rico & Spanish West Indies (other),group,America,,,
Puerto Rico & St. Croix & St. Thomas,group,America,,,
Puerto Rico & St. Thomas,group,America,,PuertoRico_St.Thomas,
Puerto Rico & Virgin Islands (Danish West Indies),group,America,,PuertoRico_VirginIslandsDanishWestIndies,
Pungah,locality,Asia,,Pungah,Thailand (Siam)
Punta Arenas,locality,America,,PuntaArenas,Chile
Puntarenas,locality,America,,Puntarenas,Costa Rica
Pylos,locality,Europe,,,Greece
Quebec (Lower Canada),GPH_entity,America,1025,QuebecLowerCanada,
Queensland,GPH_entity,Oceania,905,Queensland,
Quelimane,locality,Africa,,Quelimane,Mozambique (Portuguese East Africa)
Ragged Island,locality,America,,,Bahamas
Ragusa,locality,Europe,,,Sicily
Rangoon,locality,Asia,,Rangoon,Myanmar (Burma)
Red River,locality,America,,,Manitoba
Red Sea,geographical_area,World,,RedSea,
Red Sea (Africa),geographical_area,Africa,,,
Red Sea (Arabia),geographical_area,Asia,,,
Redonda,locality,America,,,Antigua and Barbuda (Antigua)
Redoubt Kali,locality,Europe,,RussiaUSSR,Russia (USSR)
Rembau,GPH_entity,Asia,8212,,
Republic of China (Taiwan) (Formosa),GPH_entity,Asia,713,RepublicofChinaTaiwanFormosa,
Republic of St. Mark,GPH_entity,Europe,3261,RepublicofSt.Mark,
Republic of St. Mark & Trieste,group,Europe,,RepublicofSt.Mark_Trieste,
Reunion (Bourbon I.),GPH_entity,Africa,585,Reunion,
Reunion (Bourbon I.) (French produce),locality,Africa,,,Reunion (Bourbon I.)
Reunion (Bourbon I.) (other),locality,Africa,,,Reunion (Bourbon I.)
Rhineland,GPH_entity,Europe,2556,Rhineland,
Rhode Is.,locality,America,,,United States of America
Rhodes,locality,Europe,,,Dodecanese Is. (Aegean Is.)
Riau,GPH_entity,Asia,8532,Riau,
Riga,locality,Europe,,Riga,Latvia
Rio de Janeiro,locality,America,,RiodeJaneiro,Brazil
Río de Oro,GPH_entity,Africa,6090,,
Rio del Rey,locality,Africa,,,Kamerun
Río Muni,GPH_entity,Africa,412,,
Rocky Point,locality,Africa,,,Namibia (South West Africa) (German South West Africa)
Romagna,locality,Europe,,Romagna,Papal States
Romania,GPH_entity,Europe,360,Romania,
Rosetta,locality,Africa,,,Egypt Arab Republic (Egypt)
Ross Dependency,GPH_entity,Oceania,9994,,
Rotterdam,locality,Europe,,,Netherlands
Ruanda-Urundi,GPH_entity,Africa,515,RuandaUrundi,
Ruanda-Urundi & Tanzania (Tanganyika),group,Africa,,,
Rufisque,locality,Africa,,,Senegal
Rupert's Land,GPH_entity,America,1019,Rupert'sLand,
Russia (Amur River),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (Asov Sea),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (Baltic Sea),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (Baltic Sea) & Russia (North Sea),group,Europe,,RussiaUSSR,
Russia (Baltic Sea) & Russia (White Sea),group,Europe,,,
Russia (Baltic Sea) & Sitka (Arkhangelsk),group,Europe,,,
Russia (Black Sea),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (Black Sea) & Russia (Asov Sea),group,Europe,,,
Russia (North and Pacific Ports),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (North and South Ports),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (North Ports),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (North Sea),locality,Europe,,,Russia (USSR)
Russia (Pacific Ports),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (South Ports),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia (USSR),GPH_entity,Europe,365,RussiaUSSR,
Russia (White Sea),locality,Europe,,RussiaUSSR,Russia (USSR)
Russia and Siberia,locality,Europe,,RussiaUSSR,Russia (USSR)
Russia and Siberia (Kiakhta),locality,Europe,,RussiaUSSR,Russia (USSR)
Russian America,colonial_area,America,,RussiaUSSR,Russia (USSR)
Russian China,colonial_area,Asia,,RussiaUSSR,Russia (USSR)
Russian Colonies,colonial_area,World,,RussiaUSSR,Russia (USSR)
Russian North Eastern Asia,colonial_area,Asia,,RussiaUSSR,Russia (USSR)
Russian North Western America,colonial_area,America,,RussiaUSSR,Russia (USSR)
Russian provinces,locality,Europe,,RussiaUSSR,Russia (USSR)
Russian Turkestan,locality,Europe,,RussiaUSSR,Russia (USSR)
Saar,GPH_entity,Europe,256,Saar,
Saba,GPH_entity,America,1067,,
Sabah (North Borneo),GPH_entity,Asia,823,SabahNorthBorneo,
Sabanilla,locality,America,,ColombiaNewGranadaGranColombia,Colombia (New Granada) (Gran Colombia)
Safi,locality,Africa,,,Morocco
Sahara,geographical_area,Africa,,,
Saint John (New Brunswick),locality,America,,,New Brunswick
Saint John River,locality,America,,SaintJohnRiver,New Brunswick
Saint Michael,locality,America,,,Barbados
Saint-Louis (Senegal),locality,Africa,,,Senegal
Saint-Paul and Amsterdam,locality,Oceania,,,French and Southern Antarctic Territories (F.S.A.T.)
Salaga,locality,Africa,,,Ghana (Gold Coast)
Saltpond,locality,Africa,,,Ghana (Gold Coast)
Sambas,GPH_entity,Asia,8525,Sambas,
Samoa,GPH_entity,Oceania,9900,Samoa,
Samoa (Western Samoa) (German Samoa),GPH_entity,Oceania,990,SamoaWesternSamoaGermanSamoa,
Samoa & Tonga (Haʻapai),group,Oceania,,,
Samos,GPH_entity,Europe,3504,Samos,
San Francisco,locality,America,,,United States of America
San Juan,locality,America,,,Puerto Rico
San Sebastián,locality,Europe,,SanSebasti�n,Spain
Sandwich Harbour,locality,Africa,,NamibiaSouthWestAfricaGermanSouthWestAfrica,Namibia (South West Africa) (German South West Africa)
Santa Marta,locality,America,,,Colombia (New Granada) (Gran Colombia)
Santander,locality,Europe,,Santander,Spain
Santiago de Cuba,locality,America,,SantiagodeCuba,Cuba
Santos,locality,America,,,Brazil
Sao Tome,locality,Africa,,,Sao Tome-Principe
Sao Tome-Principe,GPH_entity,Africa,403,SaoTome-Principe,
Saona Island,locality,America,,SaonaIsland,Dominican Republic (Santo Domingo)
Sapele (Nigeria),locality,Africa,,,Nigeria
Sarawak,GPH_entity,Asia,824,Sarawak,
Sardinia,locality,Europe,,Sardinia,Kingdom of Sardinia
Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),GPH_entity,Asia,670,SaudiArabiaEmirateofNejd,
Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah) & Yemen Arab Republic (North Yemen) (Kingdom of Yemen),group,Asia,,SaudiArabiaEmirateofNejd_YemenArabRepublicNorthYemenKingdomofYemen,
Savoy,locality,Europe,,,France
Saxe Altenburg,GPH_entity,Europe,262,,
Saxe Altenburg & Saxe Coburg and Gotha & Saxe Meiningen & Saxe Weimar,group,Europe,,SaxeAltenburg_SaxeCoburgandGotha_SaxeMeiningen_SaxeWeimar,
Saxe Coburg and Gotha,GPH_entity,Europe,264,,
Saxe Meiningen,GPH_entity,Europe,266,,
Saxe Weimar,GPH_entity,Europe,261,,
Saxony,GPH_entity,Europe,269,Saxony,
Scandinavia,geographical_area,Europe,,Scandinavia,
Schleswig,GPH_entity,Europe,2247,Schleswig,
Schleswig-Holstein,GPH_entity,Europe,2555,,
Scotland,locality,Europe,,Scotland,United Kingdom
Seal Island,locality,Africa,,CapeColonyCapeofGoodHope,Cape Colony (Cape of Good Hope)
Sekondi-Takoradi,locality,Africa,,,Ghana (Gold Coast)
Selangore,GPH_entity,Asia,8202,,
Semarang,locality,Asia,,,Indonesia (Dutch East Indies)
Senegal,GPH_entity,Africa,433,Senegal,
Senegal (French produce),locality,Africa,,,Senegal
Senegal & Senegal Dependencies,group,Africa,,,
Senegal Dependencies,locality,Africa,,,Senegal
Senegambia,geographical_area,Africa,,,
Serampore,locality,Asia,,,India
Seremban (Songei Ujong),GPH_entity,Asia,8211,,
Serrana Bank,GPH_entity,America,1103,,
Setté Cama,locality,Africa,,,Gabon
Setúbal,locality,Europe,,Set�bal,Portugal
Seychelles,GPH_entity,Africa,591,Seychelles,
Seychelles & Seychelles Dependencies,group,Africa,,,
Seychelles Dependencies,locality,Africa,,,Seychelles
Shangai,GPH_entity,Asia,7121,PeoplesRepublicofChinaChina,
Shantou,locality,Asia,,,People's Republic of China (China)
Shelburne,locality,America,,,Nova Scotia
Shkodër,locality,Europe,,Shkod�r,Albania
Siberia,locality,Asia,,RussiaUSSR,Russia (USSR)
Sicily,GPH_entity,Europe,3291,Sicily,
Sierra Leone,GPH_entity,Africa,451,SierraLeone,
Sierra Leone (other),locality,Africa,,,Sierra Leone
Sikkim,GPH_entity,Asia,761,,
Sindh,GPH_entity,Asia,7693,Sindh,
Singapore,GPH_entity,Asia,830,Singapore,
Singapore & Straits Settlements,group,Asia,,Singapore_StraitsSettlements,
Singora,locality,Asia,,,Thailand (Siam)
Sint Eustatius,GPH_entity,America,1068,,
Sint Maarten,GPH_entity,America,1073,,
Sitka (Arkhangelsk),locality,Europe,,RussiaUSSR,Alaska
Society Is.,GPH_entity,Oceania,9601,SocietyIs.,
Socotra I.,GPH_entity,Asia,6800,SocotraI.,
Sofala Province,locality,Africa,,,Mozambique (Portuguese East Africa)
Solomon Islands (British Solomon Islands Protectorate),GPH_entity,Oceania,940,SolomonIslandsBritishSolomonIslandsProtectorate,
Somalia,GPH_entity,Africa,520,Somalia,
Somaliland Republic (British Somaliland),GPH_entity,Africa,521,SomalilandRepublicBritishSomaliland,
Sombrero,locality,America,,,Anguilla
Sonmiani,locality,Asia,,,Pakistan
South Africa,GPH_entity,Africa,560,SouthAfrica,
South Africa (other),locality,Africa,,,South Africa
South Africa & Northeastern Rhodesia,group,Africa,,,
South Africa & Zambia (Northern Rhodesia),group,Africa,,,
South Africa & Zimbabwe (Rhodesia) (Southern Rhodesia),group,Africa,,SouthAfrica_ZimbabweRhodesiaSouthernRhodesia,
South African Customs Union,geographical_area,Africa,,,
South African Customs Union (other),locality,Africa,,,South African Customs Union
South Australia,GPH_entity,Oceania,903,SouthAustralia,
South Coast,locality,Africa,,,Natal
South Eastern Africa,geographical_area,Africa,,SouthEastAfrica,
South Shetland Is.,GPH_entity,Oceania,9983,,
South Western Africa,geographical_area,Africa,,,
South Western Asia,geographical_area,Asia,,,
South Western Asia (other),locality,Asia,,,South Western Asia
Southern Africa,geographical_area,Africa,,SouthernAfrica,
Southern Africa (other),locality,Africa,,,Southern Africa
Southern America,geographical_area,America,,SouthernAmerica,
Southern America (other),locality,America,,SouthernAmericaother,Southern America
Southern America & United States of America,group,America,,SouthernAmerica_UnitedStatesofAmerica,
Southern America & West Indies,group,America,,,
Southern Asia,geographical_area,Asia,,,
Southern Europe,geographical_area,Europe,,SouthernEurope,
Southern Nigeria (Niger Coast Protectorate),GPH_entity,Africa,4783,SouthernNigeriaNigerCoastProtectorate,
Southern Russia,locality,Europe,,SouthernRussia,Russia (USSR)
Southern Sakhalin I.,locality,Asia,,,Japan
Spain,GPH_entity,Europe,230,Spain,
Spain (Atlantic Coast),locality,Europe,,,Spain
Spain (Foreign flag),locality,Europe,,,Spain
Spain (Mediterranean Coast),locality,Europe,,,Spain
Spain (Spanish flag),locality,Europe,,SpainSpanishflag,Spain
Spain & Italy & Europe (other),group,Europe,,Spain_Italy_Europeother,
Spain & Spanish Colonies,group,World,,Spain_SpanishColonies,
Spain & Spanish Colonies (other),group,World,,,
Spain & Spanish West Indies,group,World,,,
Spanish Africa,colonial_area,Africa,,SpanishAfrica,Spain
Spanish Africa (other),locality,Africa,,,Spanish Africa
Spanish Africa & Africa (other),group,Africa,,,
Spanish America,colonial_area,America,,SpanishAmerica,Spain
Spanish America & West Indies (other),group,America,,,
Spanish Asia,colonial_area,Asia,,,Spain
Spanish Colonies,colonial_area,World,,SpanishColonies,Spain
Spanish Colonies (other),locality,World,,SpanishColoniesother,Spanish Colonies
Spanish East Indies,colonial_area,Asia,,,Spain
Spanish Eastern Africa,colonial_area,Africa,,SpanishEastAfrica,Spain
Spanish Morocco,GPH_entity,Africa,602,,
Spanish Morocco & Tangier,group,Africa,,,
Spanish Northern Africa,locality,Africa,,,Spain
Spanish Northern America,colonial_area,America,,,Spain
Spanish Oceania,colonial_area,Oceania,,,Spain
Spanish Southern Africa,colonial_area,Africa,,,Spain
Spanish Southern America,colonial_area,America,,,Spain
Spanish Town,locality,America,,,Jamaica
Spanish West Indies,colonial_area,America,,,Spain
Spanish West Indies (other),locality,America,,,Spanish West Indies
Spanish West Indies (West),colonial_area,America,,,Spain
Spanish Western Africa,colonial_area,Africa,,,Spain
Species,,,,Species,
Spitsbergen,locality,Europe,,,Svalbard Is.
Sri Lanka (Ceylon),GPH_entity,Asia,780,SriLankaCeylon,
Sri Lanka (Ceylon) & Sri Lanka (Ceylon) Dependencies,group,Asia,,,
Sri Lanka (Ceylon) & Thailand (Siam),group,Asia,,,
Sri Lanka (Ceylon) Dependencies,locality,Asia,,,Sri Lanka (Ceylon)
St. Barthelemy,GPH_entity,America,1064,St.Barthelemy,
St. Croix,locality,America,,VirginIslandsDanishWestIndies,Virgin Islands (Danish West Indies)
St. Croix & St. John & St. Thomas,group,America,,VirginIslandsDanishWestIndies,
St. Croix & St. Thomas,group,America,,St.Croix_St.Thomas,
St. David’s,locality,Asia,,St.David,Indonesia (Dutch East Indies)
St. Helena,GPH_entity,Africa,4050,St.Helena,
St. John,locality,America,,VirginIslandsDanishWestIndies,Virgin Islands (Danish West Indies)
St. Kitts,GPH_entity,America,1075,St.Kitts,
St. Kitts-Nevis,GPH_entity,America,60,St.Kitts-Nevis,
St. Lucia,GPH_entity,America,56,St.Lucia,
St. Marie de Madagascar,GPH_entity,Africa,5803,St.MariedeMadagascar,
St. Martin,GPH_entity,America,1077,,
St. Pierre and Miquelon,GPH_entity,America,1029,St.PierreandMiquelon,
St. Thomas,locality,America,,VirginIslandsDanishWestIndies,Virgin Islands (Danish West Indies)
St. Vincent,locality,America,,,St. Vincent and the Grenadines
St. Vincent and the Grenadines,GPH_entity,America,57,St.VincentandtheGrenadines,
St. Vincent and the Grenadines (other),locality,America,,,St. Vincent and the Grenadines
Straits Settlements,GPH_entity,Asia,827,StraitsSettlements,
Straits Settlements & Straits Settlements Dependencies,group,World,,,
Straits Settlements Dependencies,locality,Asia,,,Straits Settlements
Stralsund,locality,Europe,,Stralsund,Prussia
Suakin,locality,Africa,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State)
Sudan (Anglo-Egyptian Sudan) (Mahdist State),GPH_entity,Africa,625,NorthSudanSudanAngloEgyptian,
Suez Canal Zone,GPH_entity,Africa,6514,SuezCanalZone,
Sulawesi (Celebes),locality,Asia,,SulawesiCelebes,Indonesia (Dutch East Indies)
Sulu Sultanate,GPH_entity,Asia,8401,SuluSultanate,
Sumatra,locality,Asia,,Sumatra,Indonesia (Dutch East Indies)
Sumatra (East),locality,Asia,,,Sumatra
Sumatra (West),locality,Asia,,,Sumatra
Sumbawa,locality,Asia,,,Indonesia (Dutch East Indies)
Sund,locality,Europe,,Sund,Denmark
Sunda Islands,geographical_area,Asia,,SundaIslands,
Sungai Petani,locality,Asia,,SungaiPetani,Malaysia (British Malaya)
Surabaya,locality,Asia,,,Indonesia (Dutch East Indies)
Surinam (Dutch Guiana),GPH_entity,America,115,Surinam (Dutch Guiana),
Surprise Is.,locality,Oceania,,,New Caledonia and Dependencies
Svalbard Is.,GPH_entity,Europe,3386,,
Swakopmund,locality,Africa,,,Namibia (South West Africa) (German South West Africa)
Swan Is.,GPH_entity,America,1087,,
Swan River,locality,Oceania,,SwanRiver,Western Australia
Sweden,GPH_entity,Europe,380,Sweden,
Sweden (other),locality,Europe,,,Sweden
Sweden & Swedish Colonies,group,World,,Sweden_SwedishColonies,
Swedish America,colonial_area,America,,SwedishAmerica,Sweden
Swedish Colonies,colonial_area,World,,,Sweden
Swedish West Indies,colonial_area,America,,,Sweden
Switzerland,GPH_entity,Europe,225,Switzerland,
Switzerland (by France and Hamburg),locality,Europe,,SwitzerlandbyFranceandHamburg,Switzerland
Switzerland (by France),locality,Europe,,SwitzerlandbyFrance,Switzerland
Sydney,locality,Oceania,,Sydney,New South Wales
Syria,GPH_entity,Asia,652,Syria,
Syria (other),locality,Asia,,Syriaother,Syria
Syria & Turkey (Ottoman Empire),group,World,,Syria_TurkeyOttomanEmpire,
Syria & Western Anatolia,group,Asia,,,
Syros,locality,Europe,,Syros,Greece
Szczecin,locality,Europe,,Szczecin,Prussia
Table Bay,locality,Africa,,CapeColonyCapeofGoodHope,Cape Colony (Cape of Good Hope)
Tabriz (Tauris),locality,Asia,,TabrizTauris,Iran (Persia)
Tacna,locality,America,,Tacna,Peru
Tadjoura,GPH_entity,Africa,5221,,
Taganrog,locality,Europe,,RussiaUSSR,Russia (USSR)
Tahiti,GPH_entity,Oceania,9606,Tahiti,
Tanga,locality,Africa,,,Tanzania (Tanganyika)
Tangier,GPH_entity,Africa,601,,
Tanintharyi Region,locality,Asia,,,Myanmar (Burma)
Tanzania (Tanganyika),GPH_entity,Africa,512,,
Tarboro,locality,America,,,United States of America
Tarsus,locality,Asia,,Tarsus,Turkey (Ottoman Empire)
Tasmania,GPH_entity,Oceania,906,Tasmania,
Tenerife,locality,Africa,,CanaryIs,Canary Is.
Ternate,GPH_entity,Asia,8560,Ternate,
Tetuan,GPH_entity,Africa,6030,Tetuan,
Texas,GPH_entity,America,7,Texas,
Thailand (Siam),GPH_entity,Asia,800,ThailandSiam,
Thailand (Siam) (East),locality,Asia,,,Thailand (Siam)
Thailand (Siam) (West),locality,Asia,,,Thailand (Siam)
Thalassery,locality,Asia,,,India
Thessaloniki,locality,Europe,,Thessaloniki,Greece
Thoothukudi (Tuticorin),locality,Asia,,ThoothukudiTuticorin,India
Thrace,geographical_area,Europe,,,
Thursday I.,locality,Oceania,,,Torres Strait Is.
Tibet,GPH_entity,Asia,7910,,
Tigres Bay,locality,Africa,,,Angola
Timbuktu,locality,Africa,,,Mali (French Sudan) (Upper Senegal and Niger)
Tobago,GPH_entity,America,1049,Tobago,
Togo (French Togoland),GPH_entity,Africa,461,TogoFrenchTogoland,
Togo (French Togoland) (French produce),locality,Africa,,,Togo (French Togoland)
Tokelau Is.,GPH_entity,Oceania,9201,,
Tonga (Haʻapai),GPH_entity,Oceania,955,TongaHaapai,
Tonkin,GPH_entity,Asia,8153,Tonkin,
Torres Strait Is.,GPH_entity,Oceania,9050,,
Tortola,locality,America,,,British Virgin Is.
Tortola & Virgin Gorda,group,America,,,
Trabzon,locality,Asia,,Trabzon,Turkey (Ottoman Empire)
Transatlantic Ports,geographical_area,Atlantic,,,
Transvaal (South African Republic),GPH_entity,Africa,563,Transvaal,
Trapani,locality,Europe,,Trapani,Sicily
Trengganu,GPH_entity,Asia,8225,Trengganu,
Trieste,GPH_entity,Europe,326,Trieste,
Trinidad,GPH_entity,America,1048,,
Trinidad (other),locality,America,,,Trinidad
Trinidad and Tobago,GPH_entity,America,52,TrinidadandTobago,
Tripoli (Syria),locality,Asia,,,Lebanon
Tripoli (Tripolitania),locality,Africa,,,Tripolitania (Regency of Tripoli)
Tripolitania (Regency of Tripoli),GPH_entity,Africa,6203,Tripolitania,
Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis),group,Africa,,Tripolitania_Tunisia (Regency of Tunis),
Tristan da Cunha,GPH_entity,Africa,4060,,
Tuamotu Is.,GPH_entity,Asia,9603,,
Tunis,locality,Africa,,Tunis,Tunisia (Regency of Tunis)
Tunisia (Regency of Tunis),GPH_entity,Africa,616,Tunisia (Regency of Tunis),
Tunisia (Regency of Tunis) & World (other),group,World,,Othercountries_Tunisia (Regency of Tunis),
Turkey (Ottoman Empire),GPH_entity,Asia,640,TurkeyOttomanEmpire,
